EventClassIDs,EventClassNames
5fe30c13-b81f-4a3a-bec8-61b4b2ccf5a5,Audit event enabled
3b30e32f-d31d-41a7-b6ec-d34cb838c1a8,Audit event results changed
bac4448b-f441-4813-8db5-a6bef2ac3640,Audit event severity changed
fcbe1e48-c2a2-4a22-b102-610a9dd68ae0,Auditing disabled for EMC path
344b7fec-c928-497d-84ca-a72bd1f17314,Auditing disabled for file system path
b88916e8-bfdc-4c51-ad7b-9029bb250718,Auditing disabled for FluidFS volume
7d6b8eaf-5ca7-418c-9f14-8a86e3379270,Auditing disabled for NetApp path
802c7aa3-1b41-4737-82d2-13abe0d3a7b3,Auditing disabled for registry object
bfac718e-55f5-42ea-a57d-c58602be748b,Auditing disabled for service
eea67136-cb0a-401f-ae85-121c1ca80705,Auditing disabled for SharePoint path
de37cac6-e8f2-4f2a-8a64-4258b41ff11a,Auditing disabled for SonicWALL Cloud Storage site
d9312b27-79ff-4e32-804f-6aa44a8652c9,Auditing disabled for SonicWALL Web Site path
a51a66a9-92fa-4d5f-b34f-c59f69a05de8,Auditing disabled for SQL instance
4a3d9ad6-4f5d-4ee8-b355-8324ba3ecef2,Auditing enabled for EMC path
cb521918-b760-48d0-a215-afafd4a5495e,Auditing enabled for file system path
cc7df0c6-6e23-43b3-ac95-0895771f1902,Auditing enabled for FluidFS volume
29e0bd4c-abe2-4848-9943-33d3e41afef9,Auditing enabled for NetApp path
7abca4ae-8074-46c0-ab7a-f114ced01c34,Auditing enabled for registry object
7a90770a-2b7c-40bc-88fc-0e0ea2898edf,Auditing enabled for service
dc58e27c-850c-4a3c-b150-578dd1ef91e8,Auditing enabled for SharePoint path
4f9e1387-970f-4e44-aedc-ab7613d126ce,Auditing enabled for SonicWALL Cloud Storage site
ddae48ab-8f2c-44e2-a4df-fc25a0fc7506,Auditing enabled for SonicWALL Web Site path
6d7bb36d-d225-4e93-871f-5a00ebdd09b5,Auditing enabled for SQL instance
ef6384f1-0821-4cb0-b408-780c560966db,Authentication options changed
ce6aac47-7f7c-4280-8b3f-a7d2e015ae12,Authorized account added to SQL Reporting Services template
fd0b7f65-7428-4638-8739-dd3c8f155862,Authorized account removed from SQL Reporting Services template
e68ccc12-a7f4-403a-a232-979f76627dc4,Azure Active Directory auditing template added
e4673714-c829-4a48-b7ad-d82d845d42ef,Azure Active Directory auditing template disabled
93b05fae-b4c0-4d65-a4b6-8f26f4224e71,Azure Active Directory auditing template enabled
a56fb902-ffa1-43da-9bfe-ac7de45d538c,Azure Active Directory auditing template modified
0ec195d5-d6e0-4f17-8dd7-014e113bf677,Azure Active Directory auditing template removed
1b7ee8b5-bfa3-45ef-b3bc-7f771a53f3d6,Azure Active Directory web application and Change Auditor agent were modified or reset in auditing template
39d456cd-bade-4b50-a0a3-64e6f6f47e47,Azure Active Directory web application created
3f944e2a-7313-43ad-9097-e35dbd235802,Azure Active Directory web application modified or reset in auditing template
b78d450e-cef3-4823-9ca3-1b47fbb31314,CEPP configuration changed
bc29abbd-0174-4902-8a5a-afd839c325c1,Change Auditor PowerShell Client Logon
2bbccfd9-d39b-4fda-98e7-61e2a016e3e4,Change Auditor SDK Client Logon
b5268837-af99-4c64-816f-923aa3cc7859,Change Auditor Unknown Client Logon
b8594fb1-1e9b-459e-8f4b-0cff6ded3715,Change Auditor Web Client Logon
231e2791-a72e-438e-bd14-04ce4d0074c7,Change Auditor Windows Client Logon
bb05fbc3-0c94-4388-8c5b-847a82b1a2bc,Change Auditor Agent restarted
853820e3-8e50-458b-b5a2-1a6a4ba9d8dc,Change Auditor Agent set uninstalled
d51f7302-2d63-49e8-b318-2b84b723c63e,Change Auditor Agent started
9f9bbfe7-bb77-4629-939d-8838859580e3,Change Auditor Agent stopped
05665ac9-491e-49e6-81eb-a124223e4b9a,Change Auditor Coordinator set uninstalled
6c4c67fb-1813-4364-b6a8-7e2788cccd42,Email Reply To Changed
ac98147d-3d93-405b-aee5-dbc462aace74,Email Subject Changed
c52b29d7-906a-46cd-856a-9facda72cac6,EMC auditing cepp.conf changed
d9b682d7-5f79-4a69-8c45-db14a87de75d,EMC auditing template added
637ede43-ef48-4f5d-86a8-76c9b91af90b,EMC auditing template disabled
c029507a-9a49-4baf-9209-79d4d7071708,EMC auditing template enabled
5fbe5f1f-bf4a-4ec1-9fc0-f5aae0f6d1ba,EMC auditing template removed
7ea9dead-08a2-4928-8834-6bcc90658f07,EMC path added to auditing template
9adf549e-9e2e-42dd-b827-48ff8f902601,EMC path changed in auditing template
f55cfb0b-3474-467b-89fe-0814ba47e2a1,EMC path removed from auditing template
a72e7579-e2cc-4822-95fa-2733b3129cdb,Event logging changed
1ed80320-313f-4652-b20a-0d99a85c7bd7,Exchange container added to protection template
d3b580d4-1ae3-4cef-a5ee-d3046d1ddaa1,Exchange container removed from protection template
a6e3c6fa-173a-4610-922b-2268b8727f5a,Exchange mailbox added to monitoring
57c788d6-f195-4a26-a3d4-3c8f4aa3ca21,Exchange mailbox attribute changed
6503e13b-f5b1-4aac-b677-c32792be3e38,Exchange mailbox disabled
451d4862-e5f3-44f1-8475-c96683b63dae,Exchange mailbox enabled
a73dea10-9fa5-4a9c-b249-885fa055163e,Exchange mailbox removed from monitoring
3b83e935-c5d0-4e06-b2b6-dc6ab2cc5b30,Exchange protection template added
8bbec049-f9bd-4f05-b553-95273ed3a800,Exchange protection template disabled
56f3a40d-51ff-4d87-89e1-ca3a5f2c42f8,Exchange protection template enabled
a430d21c-069b-40b5-bf9d-acf3a71b71d7,Exchange protection template removed
3c2be6da-b2ca-43cc-96cd-0811bc5bfbb2,Exchange shared mailbox auto detection disabled
b91bac74-79f3-4baa-a367-f50f2d310f6c,Exchange shared mailbox auto detection enabled
50e2f939-4dfa-4b8d-8675-de04a80d409c,Exchange user defined shared mailbox added
919f26f3-5be0-4e7d-b770-17b41362f2c9,Exchange user defined shared mailbox attribute changed
f46e124a-2330-4562-8b20-b685b318b2c0,Exchange user defined shared mailbox disabled
94ac7e53-99c4-47a4-80db-e644fbfad7d8,Exchange user defined shared mailbox enabled
91e7b9ec-30f5-4587-8dcb-b7597a4bfb0c,Exchange user defined shared mailbox removed
4275f6d1-f80e-42d9-9dc2-be6f0316318f,Excluded account added to exclusion accounts list
0bf46cca-a1af-4508-8fba-7616c66c0e00,Excluded account event class added to monitoring
d8da0ea1-a7d6-46b7-876d-a162b276b423,Excluded account event class removed from monitoring
c9c45976-55ab-4281-ba3e-632fd215c0af,Excluded account facility added to monitoring
8119da91-dcac-4ea2-ad0b-89693ad0535c,Excluded account facility removed from monitoring
5ec45be6-71a0-40b3-ad27-d900fbc45167,Excluded account removed from exclusion accounts list
0063c247-6f8d-4d0e-8b24-2727e5e36397,Excluded account template added
abcfedd5-4e39-4c01-b1b6-dbed617e8f43,Excluded account template added to agent configuration
b5270233-a921-413a-830e-7d4a55ce5bd2,Excluded account template removed
43432796-bcf2-4046-8623-6a7ab900573b,Excluded account template removed from agent configuration
b508b64e-71ca-4e43-adb4-1ed17057622a,File protection template added to agent configuration
f1bfb409-533c-4469-8245-54607286f659,File system auditing template added
9fed355f-088b-44e6-8d4b-aec0d66c25cc,File system auditing template added to agent configuration
d6490f63-6fca-4bd1-84d3-40ebd231c521,File system auditing template disabled
ec5d243b-016c-4935-ae66-17da59f867e7,File system auditing template enabled
0fbb38a4-43a5-44ad-b082-833eb421a332,File system auditing template removed
b6404829-80a8-47e8-91c2-991fc5a13880,File system auditing template removed from agent configuration
ed3fefa0-6ec8-4038-88c7-3d4fe6c8cd3b,File system path added to auditing template
c88e3223-f4db-4b86-acdd-0c571c8de3ba,File system path added to protection template
38ce2891-2682-43fd-918f-d4f60914e612,File system path changed in auditing template
6bd96016-1572-4666-ab47-4d74d7e7ee70,File system path changed in protection template
83d656fc-ee99-491e-bd5b-db4d1aa9d06a,File system path removed from auditing template
425a3590-7fda-4109-9566-244b26a30065,File system path removed from protection template
af14beec-8b14-444f-9bd5-d58bfd44d02d,File system protection template added
34f6c237-b94f-420f-8ce6-d4ee89fd3df0,File system protection template disabled
5c8a08dc-f6e1-4600-b69d-7a6afe3083a8,File system protection template enabled
b877ae03-38e5-4264-ac53-f9b02f8e3e62,File system protection template removed
134b006f-c54a-4b13-a4af-b3a8508f65ca,File system protection template removed from agent configuration
b766cd03-0869-48f8-825c-511b9ffe7c58,FluidFS auditing template added
5c99f84d-88db-481a-82d7-9ae90d08fa7b,FluidFS auditing template disabled
811f8409-fedc-4e5c-8cd4-6a844e592d04,FluidFS auditing template enabled
33b58858-b725-4c25-ba30-81b3fa62e574,FluidFS auditing template removed
1d2387ed-d866-4f8a-b897-c5087cc29cfd,FluidFS volume added to auditing template
24bb4fd6-5f25-4dd7-9f3a-b193e2605248,FluidFS volume changed in auditing template
f1cb62c9-7bc7-4d46-8e48-c170de85a50f,FluidFS volume removed from auditing template
cd2d6b11-2476-48da-afe1-6fa8a95be9e3,Group added for group membership expansion
729a491d-778c-4299-8137-ad857e8b86bc,"Group added to ""Member Of Group"" monitoring"
af65c4a0-94c7-4a0f-a2c1-16f16fd20fb9,Group membership expansion changed
8a82d792-47af-4abe-b987-d086802d6d75,Group Policy added to protection template
85089aed-b177-4f7c-9f85-234133aaa370,Group Policy changed in protection template
b1b65559-9bb3-438c-a0e6-93edf130ed59,Group Policy protection template added
281ec92b-4f20-4de5-83f2-692b675c0989,Group Policy protection template disabled
9797ff5f-8f44-4493-b501-792d49615e01,Group Policy protection template enabled
f163093c-08e2-4705-9fe3-aa20e10789ae,Group Policy protection template removed
741d24bc-dfe6-4db0-afb6-391a31287cb0,Group Policy removed from protection template
b42e90e8-ff10-4182-8c7e-f0868d0d94d9,"Group removed from ""Member Of Group"" monitoring"
8f3ec8d8-7c83-4016-b0ce-e42778944ff1,Group removed from group membership expansion
f614a85e-3f96-48bd-9266-ec17892a16b6,Host added to VMware auditing template
bbc3c89f-496f-43c2-9b0b-fd2be1f3d3d3,Host removed from VMware auditing template
4e02ac36-8bb6-4719-823a-d0c4337c117c,Monitoring point added
0108a237-9819-4539-ae15-40ee4aeec3f0,Monitoring point removed
1ca09c41-b8f1-4447-a65a-dc8d38da87fa,Monitoring scope disabled
6fed9ba6-509d-481b-aece-027b56cdd1b2,Monitoring scope enabled
5c9777fd-1235-4ac0-904b-b4294e6ff264,NetApp auditing template added
4bc64e80-1345-4543-b5d6-24c6968b8411,NetApp auditing template disabled
da6d9359-825f-4952-90a4-4138716ee25f,NetApp auditing template enabled
f0b100bf-e30a-4b31-824e-9de970d1cee8,NetApp auditing template removed
c7e11202-c125-4d63-b35a-43194c88b824,NetApp path added to auditing template
d53693a1-fe46-42bc-845a-07ac06790044,NetApp path changed in auditing template
2b884b83-ecae-40ca-8586-66fd14d46bf3,NetApp path removed from auditing template
8671e3ff-636f-4bc9-a5fc-9066641cf79a,Object added to Active Directory protection template
1baedf57-045a-49c6-a6d4-443ff095a072,Object added to ADAM protection template
36afcfcf-6bc8-41d8-8dfc-77c0b394eb9b,Object changed in Active Directory protection template
74e2ad47-1507-42df-8a45-faef1baa93a9,Object changed in ADAM protection template
9bb4c117-fd16-4252-9649-3d77ebf83160,Object removed from Active Directory protection template
2869829a-f049-417d-9f49-ac76abf8ca2f,Object removed from ADAM protection template
f37a9388-d76b-430d-b456-b811c0a79e0c,Office 365 auditing template added
2f5aca93-6756-4220-8f5d-928f816639fd,Office 365 auditing template agent changed
2cc1767c-d4a7-4bba-9fe1-4a824020fba0,Office 365 auditing template disabled
c603c639-9526-48d2-ba84-3aaeb42a8bb3,Office 365 auditing template enabled
909668ef-ab6e-46f3-9184-128fba2aceba,Office 365 auditing template removed
b418f90b-aef2-4e1a-85f3-e73bc48a97b6,Office 365 auditing web application changed
a52f19e2-42a1-4240-8ee0-13404965fb15,Office 365 auditing web application key changed
4dbb89f5-d3b8-4149-a853-e701d6cc1bb3,"Office 365 Exchange Online ""All administrative events"" auditing setting disabled"
97f17ceb-4f65-4810-bf0c-9fe443b1f409,"Office 365 Exchange Online ""All administrative events"" auditing setting enabled"
10126a5b-dd16-4998-a512-3674f94cc05a,"Office 365 Exchange Online ""All mailboxes for non-owner events"" auditing setting disabled"
81bbb286-eb8b-4289-be2e-2bf49d7399a7,"Office 365 Exchange Online ""All mailboxes for non-owner events"" auditing setting enabled"
b9329805-e017-46cd-a8bb-2463a0afd3d9,Office 365 Exchange Online auditing configuration account changed
cd645d47-dd73-4052-8bf7-e98d249d2bce,Office 365 Exchange Online auditing configuration account password changed
d3f0ad09-7bd6-4767-b607-efe52232422f,Office 365 Exchange Online auditing disabled
93c41c19-e270-4e5e-9bb2-daba5f4cf5d4,Office 365 Exchange Online auditing enabled
b023d615-4efb-4e79-86c5-a0042564ed05,Office 365 Exchange Online mailbox added to auditing template
3c274407-e720-48f7-8053-afd55cd52d8c,Office 365 Exchange Online mailbox auditing configuration changed by an external application
2b18a104-da2c-4255-9cf3-c32a993372af,Office 365 Exchange Online mailbox auditing configuration failure
b9cd9b64-0515-4e01-a4f5-07f4844a6d34,Office 365 Exchange Online mailbox auditing type changed
7c6debf6-f74d-479d-a533-d31a3bfdba9c,Office 365 Exchange Online mailbox removed from auditing template
ba9b97f4-f81d-48eb-8305-48f6a85278e8,Office 365 OneDrive for Business auditing disabled
eb397ca7-1228-42cb-99a0-200ace704ca0,Office 365 OneDrive for Business auditing enabled
e0da6ca9-94c5-4b51-833d-80b50f19c1c6,Office 365 SharePoint Online auditing disabled
993f0e1b-95d3-4d54-8d97-7933241a44e6,Office 365 SharePoint Online auditing enabled
29bddf33-3deb-43d8-95d0-af9b3f535e01,Override account added to Active Directory protection template
6eaec009-93aa-4bdc-94eb-4e1552ec6d5e,Override account added to ADAM protection template
c0a6f31d-daed-4298-abca-eb33bc076d4a,Override account added to Exchange protection template
afe50aa4-5b7f-4433-b3e0-b72ef1b5c007,Override account added to file system protection template
98dfacc6-e7db-4434-8f96-c32cb2df31e7,Override account added to Group Policy protection template
8709d0ec-b88a-4e01-8381-51c30cc7c140,Override account removed from Active Directory protection template
00acd6ff-c33e-488f-ac14-8c5c1a90d6b2,Override account removed from ADAM protection template
8e7ae067-46da-4f6b-b48b-b44a5c7abecf,Override account removed from Exchange protection template
76018b92-c2be-4c18-9b2b-721274c314b5,Override account removed from file system protection template
b1396859-19d3-44cc-84c0-cd0a4555bc52,Override account removed from Group Policy protection template
c7036bb5-952c-48db-8342-211683fd68b6,Override accounts Active Directory protection template Allow
8b9ccd5d-5ea0-449b-917d-34c6e3627327,Override accounts Active Directory protection template Deny
59091622-9f55-447a-8c37-81b33586a15c,Override accounts ADAM protection template Allow
6018a9ea-6e96-4846-92c3-82dd37280fc9,Override accounts ADAM protection template Deny
734f2a7e-4f7a-486a-b5ac-6b5a8cc66186,Override accounts Exchange protection template Allow
7f1661d9-d8d1-4e2a-b3d8-52ec1f019ca8,Override accounts Exchange protection template Deny
640f4ce9-1528-432e-bd03-5ab2fdc3b3db,Override accounts file system protection template Allow
e55f7361-5062-4b4b-a22a-80a0441dc2ab,Override accounts file system protection template Deny
7c59d593-766f-452f-b799-f55d7a92244b,Override accounts Group Policy protection template Allow
af440182-7665-4962-8515-eeef57736466,Override accounts Group Policy protection template Deny
a96664c4-6d38-4524-94fb-4a6d7f64039e,Private report disabled
8a045df5-ddd2-4371-a78a-02c7cb389cdd,Private user alert disabled
7804714a-c0f3-4da8-8448-32f854fa33cd,Process added to file system auditing
be2637e4-6d8c-4b9d-9747-f5c4b032aec6,Process removed from file system auditing
91a93030-c9fa-4dc0-9026-22f066f5790c,Protection disabled for Active Directory object
5660cdcb-4aad-4582-a52f-4371abdb9e5b,Protection disabled for ADAM object
e3db6b04-b50f-4f2c-b8f7-4500e7d4e693,Protection disabled for file system path
5816aa5e-8b08-4425-a593-bfe0f89b6a7c,Protection enabled for Active Directory object
de190467-5603-4ce6-a564-7de14610b03d,Protection enabled for ADAM object
9b1764a7-0bbd-49de-9377-9469b17456ea,Protection enabled for file system path
dd02d9b8-f2a4-477e-b67c-fc3b21a4e17a,Protection for Exchange container disabled
809d8407-05bc-4b00-a5f9-aac6174d170a,Protection for Exchange container enabled
8e4eb732-b573-45ec-a877-9531d215b272,Protection for Group Policy disabled
b2aaa8d5-bf9f-4bd6-b7fb-e0a9899cd9c2,Protection for Group Policy enabled
c43543d2-9729-431b-9e60-c0b3288d2c90,Public report disabled
aa9a46a2-1a18-4465-8761-fa5b5f4808d1,Public report enabled
a4bed94d-be88-4514-8416-fdf1ec16bf4b,Public user alert modified
4ad44e35-7eb2-42b2-bf96-df21c8e04e2b,Public user alert disabled
a770053e-7638-468b-a995-1e4fa3e6d6d5,Public user alert enabled
3c713625-501a-4f5b-8c5e-47d780ce4ae3,Public user search created
73e2a40f-da73-4599-8a5d-1e92a9c81794,Public user search deleted
ef847d26-53bd-4f5f-8922-b927e941fbef,Public user search modified
a4f15273-4318-49db-b7bd-d9dbc2074539,Purge and archive job added
683aa67c-33ff-41d0-97db-3c7bd365e2b6,Purge and archive job changed
ec1982fb-c735-4ca7-a33f-d1b08022069c,Purge and archive job disabled
ec113eee-5a8b-4187-9772-a77afdc5a2a0,Purge and archive job enabled
034b2da2-cf6f-488f-b2b2-65bcbca4926a,Purge and archive job removed
45896148-0fe1-4122-998c-8baab7284bb4,Purge job added
91b45538-fff2-421d-b6be-7d62393eb65d,Purge job changed
bae8c6dd-3181-4ce4-acd1-653d086e377f,Purge job disabled
476da270-8dd9-43a6-add7-df17c7c77864,Purge job enabled
1e28c864-a784-45c6-841a-663c00202545,Purge job removed
9e2c0815-763d-4971-91c3-e82ea3abe4ce,Refresh frequency for group membership changed
5738b3b0-1041-4e23-afe2-a2a803c1522e,Refresh frequency for the list of expanded groups changed
74286cf5-d079-4876-9ff6-bf22a46571f1,Registry auditing template added
27f33112-7e46-42bd-9fbc-dffffafe8873,Registry auditing template added to agent configuration
c9ecfc56-3978-43b6-bf85-8e530693d3ff,Registry auditing template disabled
367b8cb7-b6a1-42ae-b4dc-8fdc0dd7c96d,Registry auditing template enabled
e162fa3a-28ed-48ea-8ca8-5329716ba44e,Registry auditing template removed
51f7da9e-d029-45c2-bb2f-31490d5e5177,Registry auditing template removed from agent configuration
9ec4c158-f0b2-41a0-9b65-1d24440dbd3c,Registry object added to auditing template
11322703-abbe-4b95-be5e-dda245829e84,Registry object changed in auditing template
85e5c715-5f1d-4f18-a570-56e55b983f1d,Registry object removed from auditing template
ee2e2673-9f04-4276-b317-bd8265cc116d,Report layout added
83e1f753-8aa7-4b5d-b7ab-ed8474e8d83e,Report layout changed
7d234fef-f1d9-4f8a-80c3-db378c2695d9,Report layout removed
652c59b9-3b94-40d6-b9d3-1ce59aca5e4b,SDK Agent added
d08bb9ee-bfed-4f2a-a17b-ad8633c1bd29,SDK Event Class added
eb7ca437-0c98-4bd5-a9b5-ab1ace68bca9,SDK Event Class modified
379e3b34-a154-4d34-bd29-7ea1d5955c6c,SDK Event Class removed
30fac59a-65d1-416d-8406-0c25020080e6,SDK Facility added
1b9ccb69-fec0-45cc-979a-397709b4204a,SDK Facility modified
2ac9a3ac-936a-4006-9117-7342fa3937e3,SDK Facility removed
2924b44d-bef5-4bf6-a6d2-1b58e225a145,SDK Machine added
6843989a-4eed-4329-86cc-e7a9b9766c81,Service added to auditing template
f15938c5-94d8-4125-9441-f615e1ff69fb,Service auditing template added
83be8d98-e591-4704-ae42-e387a6eee759,Service auditing template added to agent configuration
5ec97717-9e68-4dce-9ade-279d2cf770d9,Service auditing template changed
557eff67-2999-49d8-ae38-f9ac26ba3fd2,Service auditing template disabled
5b1bdf20-917a-49f9-8f55-c3174d2b3be7,Service auditing template enabled
540d9c42-f785-4da1-b067-71478ec4d65a,Service auditing template removed
6cb7f914-2162-4e23-88ad-b90691ee5d94,Service auditing template removed from agent configuration
fe0b8f2d-e554-4d6a-a6be-584970deeeae,Service removed from auditing template
584e5ee1-f592-46bc-9922-ed47a5c72d4c,SharePoint auditing template added
606d0108-fe1c-424d-b1fc-50568cc924a5,SharePoint auditing template disabled
b1e72fcf-8846-4b98-a3ee-08927753e5ae,SharePoint auditing template enabled
5510f683-af06-4373-b3ba-1bf85fdd0120,SharePoint auditing template removed
2a6de5b5-6d4b-4bd7-a619-29f11bf8e30f,SharePoint event added
486c991e-7382-49ab-8f34-6d53f576cb7a,SharePoint event removed
3bb7bf32-b119-4f33-85c9-72a217dfe154,SharePoint facility added
5235cb8a-47db-4642-a791-34a59d017ef3,SharePoint facility removed
e61bac78-4798-4b32-a702-32a55e885d69,SharePoint path added to auditing template
3f60869e-0894-4fe6-b854-c94fcefaeab2,SharePoint path changed in auditing template
4329b084-47ab-4097-8667-213749d47b0d,SharePoint path removed from auditing template
79776771-1098-4d20-8f2f-1add8744f599,Skype for Business auditing template added
367a8a98-fd1e-48a9-aaa2-f8546bd16a7e,Skype for Business auditing template disabled
0eace7a8-a26f-4c90-8bc4-b29437a95532,Skype for Business auditing template enabled
9d94a71c-dffd-47c5-a71a-dc8fd7e9f37b,Skype for Business auditing template modified
ddb23a9b-5022-4f9a-ad9f-6782ae0e86d6,Skype for Business auditing template removed
723efb6d-dbea-4ec6-9d09-1fab7239a040,SMTP alerting disabled
1fa1d062-2453-4826-9fb8-daa2229145b9,SMTP alerting email format changed
7e4c4296-522b-4945-9be5-a6993e851b69,SMTP alerting enabled
d39dc9de-ac66-45cd-b8c7-d18f1ad505aa,SMTP alerting from address changed
ebec5f57-e96f-4c2f-832c-60bd57c7961e,SMTP alerting server authentication disabled
1e055d0b-fd64-450f-a087-42715c796ddc,SMTP alerting server authentication enabled
608c5251-8a5d-49a0-b1bf-8210edf3081f,SMTP alerting server changed
7c5f2572-d3fa-4be7-9079-b333be31b7f5,SMTP alerting server password changed
27a514e1-b754-4cda-b805-2f604c04ddec,SMTP alerting server username changed
29dfa33c-2b28-4ae8-a357-8cbb1c50c76a,SMTP Lookup Exchange Account changed
ff466ac9-43e8-452a-9fa1-bf2072a2bdfa,SMTP Lookup Exchange Authorization disabled
b122dcdc-84e2-47ba-a960-ee322292fe4f,SMTP Lookup Exchange Authorization enabled
c6825dc8-c7c9-4436-af45-e00bf4efb157,SMTP Lookup Exchange Email changed
e3e54cb0-378c-407b-b3d7-9dec93ae3848,SMTP Lookup Exchange Host changed
4651f74a-3218-4424-bdb8-5fa23d0ed5e8,SMTP Lookup Exchange Password changed
14905e34-8b10-453b-ab47-a4c8b5bbf95c,SMTP Lookup Exchange Version changed
62c52b0f-6513-4421-8538-9eb8836571cb,SMTP Ssl disabled
9a678209-2a1b-42ae-b65f-cfc8f4dda658,SMTP Ssl enabled
6df17446-ff6e-42e4-a4db-3a064086f88e,SonicWALL Cloud Storage auditing template added
acfb9a06-42b7-4650-9cd1-75e3a77d57d5,SonicWALL Cloud Storage auditing template added to agent configuration
a25a6760-cf13-49e6-a3dc-4c3d65d21cac,SonicWALL Cloud Storage auditing template disabled
74fa2938-3a1f-49e4-8ac7-ef79d7f8f53e,SonicWALL Cloud Storage auditing template enabled
8ed55ba1-b364-41ee-8fe2-a7828ff756f9,SonicWALL Cloud Storage auditing template removed
80d3212c-2a33-4c59-9984-b8568b579fcb,SonicWALL Cloud Storage auditing template removed from agent configuration
11c5a264-a82b-45f5-9dd2-4f420cade608,SonicWALL Cloud Storage event added
b5393ce1-bba0-4210-8672-c685b630ce7e,SonicWALL Cloud Storage event removed
7a60c176-4b48-4be3-896d-263d6afb2660,SonicWALL Cloud Storage facility added
18725f35-52be-4ae9-84d0-462157db374e,SonicWALL Cloud Storage facility removed
5384687b-d7ba-4613-81b1-f6a9ff749419,SonicWALL Cloud Storage site added to auditing template
bf17b1b5-a341-4826-8c29-29ed996fe0b2,SonicWALL Cloud Storage site changed in auditing template
18ca35cf-7918-4852-b5e6-6e5316363a5a,SonicWALL Cloud Storage site removed from auditing template
75d45737-c624-4343-b839-f6dfcfe8d874,SonicWALL Web Site auditing template added
040acd1b-5596-4655-9975-712181ead7c3,SonicWALL Web Site auditing template added to agent configuration
4f3d774c-bc55-4503-8b48-58df997473a8,SonicWALL Web Site auditing template disabled
f00194fd-ae48-4e20-862b-8b11d417ed81,SonicWALL Web Site auditing template enabled
916ef427-9496-4ec2-80c2-ec8e305805c0,SonicWALL Web Site auditing template removed
0d26ea97-f873-4a12-91cd-b3b358ea4224,SonicWALL Web Site auditing template removed from agent configuration
89bbff95-1e5f-4db7-a341-d6159646f64a,SonicWALL Web Site event added
0df437ca-f59b-4aa8-bf78-6b9017171baf,SonicWALL Web Site event removed
bb7ccd87-67f5-4e0e-808d-bc9c1ea81cb8,SonicWALL Web Site facility added
bacbeeae-34fb-4f83-b6e1-c3395a4c33ee,SonicWALL Web Site facility removed
207143d9-61f4-4861-af1c-e6760ee45538,SonicWALL Web Site path added to auditing template
e3507fc1-83d0-492d-9b0c-32333b79d783,SonicWALL Web Site path changed in auditing template
27b3d345-2650-4221-b8ed-fa8ccd7ae0a7,SonicWALL Web Site path removed from auditing template
d551a363-8887-46a5-badb-56052ad8da59,SQL auditing template added
507fd1bd-7788-4dc2-8cc6-778666617d3f,SQL auditing template added to agent configuration
52a9ea60-ffac-454b-b514-cfc17c0a48a4,SQL auditing template disabled
35a3095d-5452-4e5a-b205-0332d7cc916c,SQL auditing template enabled
2cee33df-3d97-4eb1-a6a8-76091b5538e3,SQL auditing template removed
17fd532c-4818-46a7-919d-ef311346c9fc,SQL auditing template removed from agent configuration
789a828b-1af6-45b9-9642-55da6e535076,SQL data level auditing template added
295ae3ae-d1ba-431b-84cb-f7d02973e7b7,SQL data level auditing template deleted
c9390cfa-fba1-4565-aca5-ce2ca99b0688,SQL data level auditing template disabled
1609f259-40cc-425a-8f72-c0600983bed4,SQL data level auditing template enabled
63a0e1fd-5323-4538-b90c-1c4c311f01ad,SQL data level auditing template modified
567adbcf-1047-4623-b3d0-0febacb066fa,SQL event added
9e6998a3-7894-487d-93c5-1dfa98e00594,SQL event removed
4ca7f8ce-411a-49dc-ada3-695d0d42be7e,SQL facility added
404a3282-b155-48a2-8708-5bb0e30f8ad0,SQL facility removed
acea852c-0929-4b2e-a035-b670dd3f27b7,SQL filter added
bebdaa0f-5b9f-460a-b69b-f3d89ee5a2d6,SQL filter removed
c9f7407b-6b03-4e4f-994f-a630f7ee0f3e,SQL instance added
bf075456-330d-41a7-8c6a-10581c2e16c8,SQL instance removed
052a7411-c497-4e53-aba0-ce976231d42c,SQL Reporting Services template added
6c7af669-6fc5-4f46-8f71-224f9c23b2b7,SQL Reporting Services template disabled
3c4a979b-f1a8-4d89-9d43-8b2662c904ff,SQL Reporting Services template enabled
634c45cb-81b2-4575-b368-1341fc0840b0,SQL Reporting Services template removed
cad23e35-8dd6-44b4-84d8-1d3b620d82d2,The number of groups to expand per cycle changed
cd07b2f4-2706-460b-b0fc-c459f3dee673,URL added to SQL Reporting Services template
23d3afc5-9f19-4b2f-8a82-199a36ea2c61,URL attribute changed in SQL Reporting Services template
a207605b-c8d3-46b3-b40b-4673ed76f330,VMware auditing template added
7ba7dec5-2e0f-41c3-87b6-0ac1583cd655,VMware auditing template disabled
6f065bf1-6abd-40b2-a58a-98bc61de0663,VMware auditing template enabled
9f70d831-0cc5-4dbb-8e2b-35cedc2f7d92,VMware auditing template removed
5efa9a0e-540e-41e8-bf0a-715522b5c690,Role enabled
dec622b7-b27e-4354-93dd-a3ab62541e63,Accept Messages Except From list changed for user
e7eb1bf6-61c0-419e-b296-73bac3a0fe26,Accept Messages Only From list changed for user
96991c78-b0d6-41bc-8fed-a000878393b2,Alias Changed for User
eadad1a7-e76a-4d2a-bf09-bb6064445fb5,Authenticated Users delivery restriction changed for user
24565d34-c2f8-48b0-aedd-a3e4705adc06,Automatic E-mail Address Updating Option changed
